Equipment,func_loc_id,id
NO EQUIPMENT,672,1809
1100013986 BL01 BALL VALVE TANKI V314,673,1810
NO EQUIPMENT,673,1811
1100013987 BL02 BALL VALVE TANKI V314,674,1812
NO EQUIPMENT,674,1813
1100013988 BL03 BALL VALVE TANKI V314,675,1814
NO EQUIPMENT,675,1815
1100013989 BL04 BALL VALVE TANKI V314,676,1816
NO EQUIPMENT,676,1817
1100013990 BL05 BALL VALVE TANKI V314,677,1818
NO EQUIPMENT,677,1819
1100013991 BL06 BALL VALVE TANKI V314,678,1820
NO EQUIPMENT,678,1821
1100013992 BL07 BALL VALVE TANKI V314,679,1822
NO EQUIPMENT,679,1823
1100013993 BL08 BALL VALVE TANKI V314,680,1824
NO EQUIPMENT,680,1825
1100013994 BL09 BALL VALVE TANKI V314,681,1826
NO EQUIPMENT,681,1827
1100013995 BL10 BALL VALVE TANKI V314,682,1828
NO EQUIPMENT,682,1829
1100013983 LG01 LEVEL GAUGE TANKI V314,683,1830
NO EQUIPMENT,683,1831
1000005971 PANEL POMPA MOTOR P.32 T320,684,1832
NO EQUIPMENT,684,1833
1100014049 P-3222A / P321 SAI LOADING C2T3,685,1834
NO EQUIPMENT,685,1835
1100014053 BL01 BALL VALVE POMPA P321,686,1836
NO EQUIPMENT,686,1837
1100014054 BL02 BALL VALVE POMPA P321,687,1838
NO EQUIPMENT,687,1839
1100014055 BL03 BALL VALVE POMPA P321,688,1840
NO EQUIPMENT,688,1841
1100014056 BL04 BALL VALVE POMPA P321,689,1842
NO EQUIPMENT,689,1843
1100014057 BL05 BALL VALVE POMPA P321,690,1844
NO EQUIPMENT,690,1845
1100014058 BL06 BALL VALVE POMPA P321,691,1846
NO EQUIPMENT,691,1847
1100014051 CK01 CHECK VALVE POMPA P321,692,1848
NO EQUIPMENT,692,1849
1100014050 FJ01 FLEXIBLE JOINT POMPA P321,693,1850
NO EQUIPMENT,693,1851
1100014052 PG01 PRESSURE GAUGE POMPA P321,694,1852
NO EQUIPMENT,694,1853
1100014059 P3222B/P322 SAI PUMP STORAGE TANK T320,695,1854
NO EQUIPMENT,695,1855
1100014062 BL01 BALL VALVE POMPA P322,696,1856
NO EQUIPMENT,696,1857
1100014063 BL02 BALL VALVE POMPA P322,697,1858
NO EQUIPMENT,697,1859
1100014064 BL03 BALL VALVE POMPA P322,698,1860
NO EQUIPMENT,698,1861
1100014065 BL04 BALL VALVE POMPA P322,699,1862
NO EQUIPMENT,699,1863
1100014061 CK01 CHECK VALVE POMPA P322,700,1864
NO EQUIPMENT,700,1865
1100014060 FJ01 FLEXIBLE JOINT POMPA P322,701,1866
NO EQUIPMENT,701,1867
1100014066 P3221A/P323 SAI PUMP STORAGE TANK T320,702,1868
NO EQUIPMENT,702,1869
1100014070 BL01 BALL VALVE POMPA P323,703,1870
NO EQUIPMENT,703,1871
1100014071 BL02 BALL VALVE POMPA P323,704,1872
NO EQUIPMENT,704,1873
1100014072 BL03 BALL VALVE POMPA P323,705,1874
NO EQUIPMENT,705,1875
1100014073 BL04 BALL VALVE POMPA P323,706,1876
NO EQUIPMENT,706,1877
1100014074 BL05 BALL VALVE POMPA P323,707,1878
NO EQUIPMENT,707,1879
1100014068 CK01 CHECK VALVE POMPA P323,708,1880
NO EQUIPMENT,708,1881
1100014067 FJ01 FLEXIBLE JOINT POMPA P323,709,1882
NO EQUIPMENT,709,1883
1100014069 PG01 PRESSURE GAUGE POMPA P323,710,1884
NO EQUIPMENT,710,1885
1100014075 P3221B/P324 SAI PUMP STORAGE TANK T320,711,1886
NO EQUIPMENT,711,1887
1100014078 BL01 BALL VALVE POMPA P324,712,1888
NO EQUIPMENT,712,1889
1100014079 BL02 BALL VALVE POMPA P324,713,1890
NO EQUIPMENT,713,1891
1100014080 BL03 BALL VALVE POMPA P324,714,1892
NO EQUIPMENT,714,1893
1100014081 BL04 BALL VALVE POMPA P324,715,1894
NO EQUIPMENT,715,1895
1100014077 CK01 CHECK VALVE POMPA P324,716,1896
NO EQUIPMENT,716,1897
1100014076 FJ01 FLEXIBLE JOINT POMPA P324,717,1898
NO EQUIPMENT,717,1899
1100087672 P3212A/P325 LSA TRANSFER PUMP T320,718,1900
NO EQUIPMENT,718,1901
1100087673 P3212B/P326 LSA TRANSFER PUMP T320,719,1902
NO EQUIPMENT,719,1903
1100014082 V321 SAI STORAGEE TANK T320,720,1904
NO EQUIPMENT,720,1905
1100014084 BL01 BALL VALVE TANKI V321,721,1906
NO EQUIPMENT,721,1907
1100014085 BL02 BALL VALVE TANKI V321,722,1908
NO EQUIPMENT,722,1909
1100014086 BL03 BALL VALVE TANKI V321,723,1910
NO EQUIPMENT,723,1911
1100014087 BL04 BALL VALVE TANKI V321,724,1912
NO EQUIPMENT,724,1913
1100014088 BL05 BALL VALVE TANKI V321,725,1914
NO EQUIPMENT,725,1915
1100014089 BL06 BALL VALVE TANKI V321,726,1916
NO EQUIPMENT,726,1917
1100014090 BL07 BALL VALVE TANKI V321,727,1918
NO EQUIPMENT,727,1919
1100014091 BL08 BALL VALVE TANKI V321,728,1920
NO EQUIPMENT,728,1921
1100014092 BL09 BALL VALVE TANKI V321,729,1922
NO EQUIPMENT,729,1923
1100014083 LG01 LEVEL GAUGE TANKI V321,730,1924
NO EQUIPMENT,730,1925
1100014093 V322 SAI STORAGEE TANK T320,731,1926
NO EQUIPMENT,731,1927
1100014095 BL01 BALL VALVE TANKI V322,732,1928
NO EQUIPMENT,732,1929
1100014096 BL02 BALL VALVE TANKI V322,733,1930
NO EQUIPMENT,733,1931
1100014097 BL03 BALL VALVE TANKI V322,734,1932
NO EQUIPMENT,734,1933
1100014098 BL04 BALL VALVE TANKI V322,735,1934
NO EQUIPMENT,735,1935
1100014099 BL05 BALL VALVE TANKI V322,736,1936
NO EQUIPMENT,736,1937
1100014100 BL06 BALL VALVE TANKI V322,737,1938
NO EQUIPMENT,737,1939
1100014101 BL07 BALL VALVE TANKI V322,738,1940
NO EQUIPMENT,738,1941
1100014102 BL08 BALL VALVE TANKI V322,739,1942
NO EQUIPMENT,739,1943
1100014103 BL09 BALL VALVE TANKI V322,740,1944
NO EQUIPMENT,740,1945
1100014104 BL10 BALL VALVE TANKI V322,741,1946
NO EQUIPMENT,741,1947
1100014094 LG01 LEVEL GAUGE TANKI V322,742,1948
NO EQUIPMENT,742,1949
1100102679 POMPA CELUP STORAGE NEW,743,1950
1600001331 FORKLIFT MITSUBISHI F.02,743,1951
"1100023690 FLOWMETER 0,01 - 1 m3",743,1952
NO EQUIPMENT,743,1953
1100014143 P3331A/P331 PAC 18% TRANSFER PUMP T330,744,1954
NO EQUIPMENT,744,1955
1100014147 BL01 BALL VALVE POMPA P331,745,1956
NO EQUIPMENT,745,1957
1100014148 BL02 BALL VALVE POMPA P331,746,1958
NO EQUIPMENT,746,1959
1100014149 BL03 BALL VALVE POMPA P331,747,1960
NO EQUIPMENT,747,1961
1100014150 BL04 BALL VALVE POMPA P331,748,1962
NO EQUIPMENT,748,1963
1100014151 BL05 BALL VALVE POMPA P331,749,1964
NO EQUIPMENT,749,1965
1100014152 BL06 BALL VALVE POMPA P331,750,1966
NO EQUIPMENT,750,1967
1100014153 BL07 BALL VALVE POMPA P331,751,1968
NO EQUIPMENT,751,1969
1100014154 BL08 BALL VALVE POMPA P331,752,1970
NO EQUIPMENT,752,1971
1100014155 BL09 BALL VALVE POMPA P331,753,1972
NO EQUIPMENT,753,1973
1100014156 BL10 BALL VALVE POMPA P331,754,1974
NO EQUIPMENT,754,1975
1100014145 CK01 CHECK VALVE POMPA P331,755,1976
NO EQUIPMENT,755,1977
1100014144 FJ01 FLEXIBLE JOINT POMPA P331,756,1978
NO EQUIPMENT,756,1979
1100014146 PG01 PRESSURE GAUGE POMPA P331,757,1980
NO EQUIPMENT,757,1981
1100014157 P3331B/P332 PAC 18% TRANSFER PUMP T330,758,1982
NO EQUIPMENT,758,1983
1100014161 BL01 BALL VALVE POMPA P332,759,1984
NO EQUIPMENT,759,1985
1100014162 BL02 BALL VALVE POMPA P332,760,1986
NO EQUIPMENT,760,1987
1100014163 BL03 BALL VALVE POMPA P332,761,1988
NO EQUIPMENT,761,1989
1100014164 BL04 BALL VALVE POMPA P332,762,1990
NO EQUIPMENT,762,1991
1100014165 BL05 BALL VALVE POMPA P332,763,1992
NO EQUIPMENT,763,1993
1100014159 CK01 CHECK VALVE POMPA P332,764,1994
NO EQUIPMENT,764,1995
1100014158 FJ01 FLEXIBLE JOINT POMPA P332,765,1996
NO EQUIPMENT,765,1997
1100014160 PG01 PRESSURE GAUGE POMPA P332,766,1998
NO EQUIPMENT,766,1999
1100014166 P3332A/P333 PAC 17% TRANSFER PUMP T330,767,2000
NO EQUIPMENT,767,2001
1100014170 BL01 BALL VALVE POMPA P333,768,2002
NO EQUIPMENT,768,2003
1100014171 BL02 BALL VALVE POMPA P333,769,2004
NO EQUIPMENT,769,2005
1100014172 BL03 BALL VALVE POMPA P333,770,2006
NO EQUIPMENT,770,2007
1100014173 BL04 BALL VALVE POMPA P333,771,2008
NO EQUIPMENT,771,2009
1100014174 BL05 BALL VALVE POMPA P333,772,2010
NO EQUIPMENT,772,2011
1100014175 BL06 BALL VALVE POMPA P333,773,2012
NO EQUIPMENT,773,2013
1100014168 CK01 CHECK VALVE POMPA P333,774,2014
NO EQUIPMENT,774,2015
1100014167 FJ01 FLEXIBLE JOINT POMPA P333,775,2016
NO EQUIPMENT,775,2017
1100014169 PG01 PRESSURE GAUGE POMPA P333,776,2018
NO EQUIPMENT,776,2019
1100014176 P3332B/P334 PAC 17% TRANSFER PUMP T330,777,2020
NO EQUIPMENT,777,2021
1100014179 BL01 BALL VALVE POMPA P334,778,2022
NO EQUIPMENT,778,2023
1100014180 BL02 BALL VALVE POMPA P334,779,2024
NO EQUIPMENT,779,2025
1100014181 BL03 BALL VALVE POMPA P334,780,2026
NO EQUIPMENT,780,2027
1100014182 BL04 BALL VALVE POMPA P334,781,2028
NO EQUIPMENT,781,2029
1100014178 CK01 CHECK VALVE POMPA P334,782,2030
NO EQUIPMENT,782,2031
1100014177 FJ01 FLEXIBLE JOINT POMPA P334,783,2032
NO EQUIPMENT,783,2033
1100014127 V331 PACS STORAGE TANK T330,784,2034
NO EQUIPMENT,784,2035
1100014118 BL01 BALL VALVE TANKI V331,785,2036
NO EQUIPMENT,785,2037
1100014119 BL02 BALL VALVE TANKI V331,786,2038
NO EQUIPMENT,786,2039
1100014120 BL03 BALL VALVE TANKI V331,787,2040
NO EQUIPMENT,787,2041
1100014121 BL04 BALL VALVE TANKI V331,788,2042
NO EQUIPMENT,788,2043
1100014122 BL05 BALL VALVE TANKI V331,789,2044
NO EQUIPMENT,789,2045
1100014123 BL06 BALL VALVE TANKI V331,790,2046
NO EQUIPMENT,790,2047
1100014124 BL07 BALL VALVE TANKI V331,791,2048
NO EQUIPMENT,791,2049
1100014125 BL08 BALL VALVE TANKI V331,792,2050
NO EQUIPMENT,792,2051
1100014126 BL09 BALL VALVE TANKI V331,793,2052
NO EQUIPMENT,793,2053
1100014117 LG01 LEVEL GAUGE TANKI V331,794,2054
NO EQUIPMENT,794,2055
1100014116 V332 PACS STORAGE TANK T330,795,2056
NO EQUIPMENT,795,2057
1100014129 BL01 BALL VALVE TANKI V332,796,2058
NO EQUIPMENT,796,2059
1100014130 BL02 BALL VALVE TANKI V332,797,2060
1100188572 PROSOTAN ALUM RAW MAT R111 HINCO,217,2061
NO EQUIPMENT,797,2062
1100014131 BL03 BALL VALVE TANKI V332,798,2063
NO EQUIPMENT,798,2064
1100014132 BL04 BALL VALVE TANKI V332,799,2065
NO EQUIPMENT,799,2066
1100014133 BL05 BALL VALVE TANKI V332,800,2067
NO EQUIPMENT,800,2068
1100014134 BL06 BALL VALVE TANKI V332,801,2069
NO EQUIPMENT,801,2070
1100014135 BL07 BALL VALVE TANKI V332,802,2071
NO EQUIPMENT,802,2072
1100014136 BL08 BALL VALVE TANKI V332,803,2073
NO EQUIPMENT,803,2074
1100014137 BL09 BALL VALVE TANKI V332,804,2075
NO EQUIPMENT,804,2076
1100014128 LG01 LEVEL GAUGE TANKI V332,805,2077
NO EQUIPMENT,805,2078
1100014105 V333 PACS 17% STORAGE TANK T330,806,2079
NO EQUIPMENT,806,2080
1100014107 BL01 BALL VALVE TANKI V333,807,2081
NO EQUIPMENT,807,2082
1100014108 BL02 BALL VALVE TANKI V333,808,2083
NO EQUIPMENT,808,2084
1100014109 BL03 BALL VALVE TANKI V333,809,2085
NO EQUIPMENT,809,2086
1100014110 BL04 BALL VALVE TANKI V333,810,2087
NO EQUIPMENT,810,2088
1100014111 BL05 BALL VALVE TANKI V333,811,2089
NO EQUIPMENT,811,2090
1100014112 BL06 BALL VALVE TANKI V333,812,2091
1100198650 TROLLEY QC/LAB,216,2092
NO EQUIPMENT,812,2093
1100014113 BL07 BALL VALVE TANKI V333,813,2094
NO EQUIPMENT,813,2095
1100014114 BL08 BALL VALVE TANKI V333,814,2096
NO EQUIPMENT,814,2097
1100014115 BL09 BALL VALVE TANKI V333,815,2098
NO EQUIPMENT,815,2099
1100014106 LG01 LEVEL GAUGE TANKI V333,816,2100
NO EQUIPMENT,816,2101
1100014138 V334 PAC 18% TEMPORARY TANK T330,817,2102
NO EQUIPMENT,817,2103
1100014140 BL01 BALL VALVE TANKI V334,818,2104
NO EQUIPMENT,818,2105
1100014141 BL02 BALL VALVE TANKI V334,819,2106
NO EQUIPMENT,819,2107
1100014142 BL03 BALL VALVE TANKI V334,820,2108
NO EQUIPMENT,820,2109
1100014139 LG01 LEVEL GAUGE TANKI V334,821,2110
NO EQUIPMENT,821,2111
1100014210 P3421A/P341 PACV 10% TRANSFER PUMP T340,822,2112
NO EQUIPMENT,822,2113
1100014214 BL01 BALL VALVE POMPA P341,823,2114
NO EQUIPMENT,823,2115
1100014215 BL02 BALL VALVE POMPA P341,824,2116
NO EQUIPMENT,824,2117
1100014216 BL03 BALL VALVE POMPA P341,825,2118
NO EQUIPMENT,825,2119
1100014217 BL04 BALL VALVE POMPA P341,826,2120
NO EQUIPMENT,826,2121
1100014218 BL05 BALL VALVE POMPA P341,827,2122
NO EQUIPMENT,827,2123
1100014219 BL06 BALL VALVE POMPA P341,828,2124
NO EQUIPMENT,828,2125
1100014220 BL07 BALL VALVE POMPA P341,829,2126
NO EQUIPMENT,829,2127
1100014221 BL08 BALL VALVE POMPA P341,830,2128
NO EQUIPMENT,830,2129
1100014212 CK01 CHECK VALVE POMPA P341,831,2130
NO EQUIPMENT,831,2131
1100014211 FJ01 FLEXIBLE JOINT POMPA P341,832,2132
NO EQUIPMENT,832,2133
1100014213 PG01 PRESSURE GAUGE POMPA P341,833,2134
NO EQUIPMENT,833,2135
1100014222 P3421B/P342 PACV 13% TRANSFER PUMP T340,834,2136
NO EQUIPMENT,834,2137
1100014226 BL01 BALL VALVE POMPA P342,835,2138
NO EQUIPMENT,835,2139
1100014227 BL02 BALL VALVE POMPA P342,836,2140
NO EQUIPMENT,836,2141
1100014228 BL03 BALL VALVE POMPA P342,837,2142
NO EQUIPMENT,837,2143
1100014229 BL04 BALL VALVE POMPA P342,838,2144
NO EQUIPMENT,838,2145
1100014230 BL05 BALL VALVE POMPA P342,839,2146
NO EQUIPMENT,839,2147
1100014231 BL06 BALL VALVE POMPA P342,840,2148
NO EQUIPMENT,840,2149
1100014232 BL07 BALL VALVE POMPA P342,841,2150
NO EQUIPMENT,841,2151
1100014233 BL08 BALL VALVE POMPA P342,842,2152
NO EQUIPMENT,842,2153
1100014234 BL09 BALL VALVE POMPA P342,843,2154
NO EQUIPMENT,843,2155
1100014224 CK01 CHECK VALVE POMPA P342,844,2156
NO EQUIPMENT,844,2157
1100014223 FJ01 FLEXIBLE JOINT POMPA P342,845,2158
NO EQUIPMENT,845,2159
1100014225 PG01 PRESSURE GAUGE POMPA P342,846,2160
NO EQUIPMENT,846,2161
1100014183 V3411/V341 PACV 13% STORAGE TANK T340,847,2162
NO EQUIPMENT,847,2163
1100014185 BL01 BALL VALVE TANKI V341,848,2164
NO EQUIPMENT,848,2165
1100014186 BL02 BALL VALVE TANKI V341,849,2166
NO EQUIPMENT,849,2167
1100014187 BL03 BALL VALVE TANKI V341,850,2168
NO EQUIPMENT,850,2169
1100014188 BL04 BALL VALVE TANKI V341,851,2170
NO EQUIPMENT,851,2171
1100014189 BL05 BALL VALVE TANKI V341,852,2172
NO EQUIPMENT,852,2173
1100014190 BL06 BALL VALVE TANKI V341,853,2174
NO EQUIPMENT,853,2175
1100014191 BL07 BALL VALVE TANKI V341,854,2176
NO EQUIPMENT,854,2177
1100014192 BL08 BALL VALVE TANKI V341,855,2178
NO EQUIPMENT,855,2179
1100014193 BL09 BALL VALVE TANKI V341,856,2180
NO EQUIPMENT,856,2181
1100014184 LG01 LEVEL GAUGE TANKI V341,857,2182
1100201448 MESIN CUTTING WHEEL WIPRO #02,446,2183
NO EQUIPMENT,857,2184
1100014194 V3421/V342 PACV 10% STORAGE TANK T340,858,2185
NO EQUIPMENT,858,2186
1100014196 BL01 BALL VALVE TANKI V342,859,2187
NO EQUIPMENT,859,2188
1100014197 BL02 BALL VALVE TANKI V342,860,2189
NO EQUIPMENT,860,2190
1100014198 BL03 BALL VALVE TANKI V342,861,2191
NO EQUIPMENT,861,2192
1100014199 BL04 BALL VALVE TANKI V342,862,2193
1100201634 P224 GROUNTANK TRANSFER PUMP P220 HINCO,863,2194
NO EQUIPMENT,862,2195
1100014200 BL05 BALL VALVE TANKI V342,864,2196
NO EQUIPMENT,864,2197
1100014201 BL06 BALL VALVE TANKI V342,865,2198
NO EQUIPMENT,865,2199
1100014202 BL07 BALL VALVE TANKI V342,866,2200
NO EQUIPMENT,866,2201
1100014203 BL08 BALL VALVE TANKI V342,867,2202
NO EQUIPMENT,867,2203
1100014204 BL09 BALL VALVE TANKI V342,868,2204
NO EQUIPMENT,868,2205
1100014195 LG01 LEVEL GAUGE TANKI V342,869,2206
NO EQUIPMENT,869,2207
1100014205 V343 PACV 13% TEMPORARY TANK T340,870,2208
NO EQUIPMENT,870,2209
1100014207 BL01 BALL VALVE TANKI V343,871,2210
NO EQUIPMENT,871,2211
1100014208 BL02 BALL VALVE TANKI V343,872,2212
NO EQUIPMENT,872,2213
1100014209 BL03 BALL VALVE TANKI V343,873,2214
NO EQUIPMENT,873,2215
1100014206 LG01 LEVEL GAUGE TANKI V343,874,2216
NO EQUIPMENT,874,2217
1000005986 PANEL SGM P35 AREA T350,875,2218
NO EQUIPMENT,875,2219
1100014264 BL01 BALL VALVE POMPA P351,876,2220
NO EQUIPMENT,876,2221
1100014265 BL02 BALL VALVE POMPA P351,877,2222
NO EQUIPMENT,877,2223
1100014266 BL03 BALL VALVE POMPA P351,878,2224
NO EQUIPMENT,878,2225
1100014267 BL04 BALL VALVE POMPA P351,879,2226
NO EQUIPMENT,879,2227
1100014268 BL05 BALL VALVE POMPA P351,880,2228
NO EQUIPMENT,880,2229
1100014269 BL06 BALL VALVE POMPA P351,881,2230
NO EQUIPMENT,881,2231
1100014270 BL07 BALL VALVE POMPA P351,882,2232
NO EQUIPMENT,882,2233
1100014261 CK01 CHECK VALVE POMPA P351,883,2234
1200000536 ORBITAL SHAKER,216,2235
NO EQUIPMENT,883,2236
1100014262 FJ01 FLEXIBLE JOINT POMPA P351,884,2237
NO EQUIPMENT,884,2238
1100014263 PG01 PRESSURE GAUGE POMPA P351,885,2239
NO EQUIPMENT,885,2240
1100014275 BL01 BALL VALVE POMPA P352,886,2241
NO EQUIPMENT,886,2242
1100014276 BL02 BALL VALVE POMPA P352,887,2243
NO EQUIPMENT,887,2244
1100014277 BL03 BALL VALVE POMPA P352,888,2245
1800000228 AC R. CCTV & IT 3.S.15 LT.3,889,2246
NO EQUIPMENT,888,2247
1100014278 BL04 BALL VALVE POMPA P352,890,2248
NO EQUIPMENT,890,2249
1100014279 BL05 BALL VALVE POMPA P352,891,2250
NO EQUIPMENT,891,2251
1100014280 BL06 BALL VALVE POMPA P352,892,2252
NO EQUIPMENT,892,2253
1100014281 BL07 BALL VALVE POMPA P352,893,2254
NO EQUIPMENT,893,2255
1100014272 CK01 CHECK VALVE POMPA P352,894,2256
1800000230 AC R. IBU MARIANA 3.S.20 LT.3,889,2257
NO EQUIPMENT,894,2258
1100014273 FJ01 FLEXIBLE JOINT POMPA P352,895,2259
NO EQUIPMENT,895,2260
1100014274 PG01 PRESSURE GAUGE POMPA P352,896,2261
NO EQUIPMENT,896,2262
1100014235 V351 PACS 10% STORAGE TANK T350,897,2263
NO EQUIPMENT,897,2264
1100014237 BL01 BALL VALVE TANKI V351,898,2265
NO EQUIPMENT,898,2266
1100014238 BL02 BALL VALVE TANKI V351,899,2267
1800000231 AC R. LISA 3.S.1 LT.3,889,2268
NO EQUIPMENT,899,2269
1100014239 BL03 BALL VALVE TANKI V351,900,2270
NO EQUIPMENT,900,2271
1100014240 BL04 BALL VALVE TANKI V351,901,2272
NO EQUIPMENT,901,2273
1100014241 BL05 BALL VALVE TANKI V351,902,2274
NO EQUIPMENT,902,2275
1100014242 BL06 BALL VALVE TANKI V351,903,2276
NO EQUIPMENT,903,2277
1100014243 BL07 BALL VALVE TANKI V351,904,2278
1800000226 AC R. PAK DANNY 3.S.17 LT.3,889,2279
NO EQUIPMENT,904,2280
1100014244 BL08 BALL VALVE TANKI V351,905,2281
NO EQUIPMENT,905,2282
1100014236 LG01 LEVEL GAUGE TANKI V351,906,2283
NO EQUIPMENT,906,2284
1100014245 V352 PACS 12% STOREGE TANK T350,907,2285
NO EQUIPMENT,907,2286
1100014247 BL01 BALL VALVE TANKI V352,908,2287
NO EQUIPMENT,908,2288
1100014248 BL02 BALL VALVE TANKI V352,909,2289
1800000227 AC R. PAK STEVEN 3.S.16 LT.3,889,2290
NO EQUIPMENT,909,2291
1100014249 BL03 BALL VALVE TANKI V352,910,2292
NO EQUIPMENT,910,2293
1100014250 BL04 BALL VALVE TANKI V352,911,2294
NO EQUIPMENT,911,2295
1100014251 BL05 BALL VALVE TANKI V352,912,2296
NO EQUIPMENT,912,2297
1100014252 BL06 BALL VALVE TANKI V352,913,2298
NO EQUIPMENT,913,2299
1100014253 BL07 BALL VALVE TANKI V352,914,2300
1800000229 AC R. PAK SYLVESTER 3.S.19 LT.3,889,2301
NO EQUIPMENT,914,2302
1100014254 BL08 BALL VALVE TANKI V352,915,2303
NO EQUIPMENT,915,2304
1100014246 LG01 LEVEL GAUGE TANKI V352,916,2305
NO EQUIPMENT,916,2306
1100014255 V353 PACS OTHER TEMPORARY TANK T350,917,2307
NO EQUIPMENT,917,2308
1100014257 BL01 BALL VALVE TANKI V353,918,2309
NO EQUIPMENT,918,2310
1100014258 BL02 BALL VALVE TANKI V353,919,2311
1800000225 AC R.DIREKTUR 3.S.18 LT.3,889,2312
NO EQUIPMENT,919,2313
1100014259 BL03 BALL VALVE TANKI V353,920,2314
NO EQUIPMENT,920,2315
1100014256 LG01 LEVEL GAUGE TANKI V353,921,2316
NO EQUIPMENT,921,2317
1000005987 PANEL SGM P35.1 AREA T360,922,2318
NO EQUIPMENT,922,2319
1100014352 P3611A/P361 TRANSFER PUMP TANK P T360,923,2320
NO EQUIPMENT,923,2321
1100014356 BL01 BALL VALVE POMPA P361,924,2322
1800000244 AC CASSETE (ACCOUNTING) 3.C.6 LT.3,889,2323
NO EQUIPMENT,924,2324
1100014357 BL02 BALL VALVE POMPA P361,925,2325
NO EQUIPMENT,925,2326
1100014358 BL03 BALL VALVE POMPA P361,926,2327
NO EQUIPMENT,926,2328
1100014359 BL04 BALL VALVE POMPA P361,927,2329
NO EQUIPMENT,927,2330
1100014360 BL05 BALL VALVE POMPA P361,928,2331
NO EQUIPMENT,928,2332
1100014361 BL06 BALL VALVE POMPA P361,929,2333
1800000245 AC CASSETE (FINANCE) 3.C.7 LT.3,889,2334
NO EQUIPMENT,929,2335
1100014362 BL07 BALL VALVE POMPA P361,930,2336
NO EQUIPMENT,930,2337
1100014354 CK01 CHECK VALVE POMPA P361,931,2338
NO EQUIPMENT,931,2339
1100014353 FJ01 FLEXIBLE JOINT POMPA P361,932,2340
NO EQUIPMENT,932,2341
1100014355 PG01 PRESSURE GAUGE POMPA P361,933,2342
NO EQUIPMENT,933,2343
1100014363 P3611B/P362 TRANSFER PUMP TANK Q T360,934,2344
1800000243 AC CASSETE (MARKETING) 3.C.2 LT.3,889,2345
NO EQUIPMENT,934,2346
1100014367 BL01 BALL VALVE POMPA P362,935,2347
NO EQUIPMENT,935,2348
1100014368 BL02 BALL VALVE POMPA P362,936,2349
NO EQUIPMENT,936,2350
1100014369 BL03 BALL VALVE POMPA P362,937,2351
NO EQUIPMENT,937,2352
1100014370 BL04 BALL VALVE POMPA P362,938,2353
NO EQUIPMENT,938,2354
1100014371 BL05 BALL VALVE POMPA P362,939,2355
1800000246 AC CASSETE (PURCHASING) 3.C.8 LT.3,889,2356
NO EQUIPMENT,939,2357
1100014372 BL06 BALL VALVE POMPA P362,940,2358
NO EQUIPMENT,940,2359
1100014373 BL07 BALL VALVE POMPA P362,941,2360
NO EQUIPMENT,941,2361
1100014365 CK01 CHECK VALVE POMPA P362,942,2362
NO EQUIPMENT,942,2363
1100014364 FJ01 FLEXIBLE JOINT POMPA P362,943,2364
NO EQUIPMENT,943,2365
1100014366 PG01 PRESSURE GAUGE POMPA P362,944,2366
1800000242 AC R. ATK 3.S.12 LT.3,889,2367
NO EQUIPMENT,944,2368
1100014374 P3612A/P363 TRANSFER PUMP TANK R T360,945,2369
NO EQUIPMENT,945,2370
1100014378 BL01 BALL VALVE POMPA P363,946,2371
NO EQUIPMENT,946,2372
1100014379 BL02 BALL VALVE POMPA P363,947,2373
NO EQUIPMENT,947,2374
1100014380 BL03 BALL VALVE POMPA P363,948,2375
NO EQUIPMENT,948,2376
1100014381 BL04 BALL VALVE POMPA P363,949,2377
1800000237 AC R. Ex. PAK AKIM 3.S.7 LT.3,889,2378
NO EQUIPMENT,949,2379
1100014382 BL05 BALL VALVE POMPA P363,950,2380
NO EQUIPMENT,950,2381
1100014383 BL06 BALL VALVE POMPA P363,951,2382
NO EQUIPMENT,951,2383
1100014384 BL07 BALL VALVE POMPA P363,952,2384
NO EQUIPMENT,952,2385
1100014376 CK01 CHECK VALVE POMPA P363,953,2386
NO EQUIPMENT,953,2387
1100014375 FJ01 FLEXIBLE JOINT POMPA P363,954,2388
1800000241 AC R. FORM 3.S.11 LT.3,889,2389
NO EQUIPMENT,954,2390
1100014377 PG01 PRESSURE GAUGE POMPA P363,955,2391
NO EQUIPMENT,955,2392
1100014385 P3612B/P364 TRANSFER PUMP TANK S T360,956,2393
NO EQUIPMENT,956,2394
1100014389 BL01 BALL VALVE POMPA P364,957,2395
NO EQUIPMENT,957,2396
1100014390 BL02 BALL VALVE POMPA P364,958,2397
NO EQUIPMENT,958,2398
1100014391 BL03 BALL VALVE POMPA P364,959,2399
1800000234 AC R. IBU EVI 3.S.4 LT.3,889,2400
NO EQUIPMENT,959,2401
1100014392 BL04 BALL VALVE POMPA P364,960,2402
NO EQUIPMENT,960,2403
1100014393 BL05 BALL VALVE POMPA P364,961,2404
NO EQUIPMENT,961,2405
1100014394 BL06 BALL VALVE POMPA P364,962,2406
NO EQUIPMENT,962,2407
1100014395 BL07 BALL VALVE POMPA P364,963,2408
NO EQUIPMENT,963,2409
1100014387 CK01 CHECK VALVE POMPA P364,964,2410
1800000232 AC R. MEETING KECIL 3.S.2 LT.3,889,2411
NO EQUIPMENT,964,2412
1100014386 FJ01 FLEXIBLE JOINT POMPA P364,965,2413
NO EQUIPMENT,965,2414
1100014388 PG01 PRESSURE GAUGE POMPA P364,966,2415
NO EQUIPMENT,966,2416
